,Invoice ID,warehouse_name,Shipment_mode,Product line,Unit price,Quantity,shipping cost,Date,Time,Payment,Unit cost,Rating,Customer_ID,Customer type,Country,Gender,Birth_Date,Customer_Address, Street_ID, Street_Number,CustFN
1158,325894b7-11e6-4546-bdb4-9e70c376142f,WH2,ExpressAir,Food and beverages,52,1,5.2,2/22/2019,12:32:52,Cash,44.2,4.0,1159,Member,US,M,10/20/2003,2201 Creek Park Dr,9260115367.0,2201.0,Ajay Casusol
1159,0a3124b2-4d63-4b9c-9387-4e0e88cd6e72,WH2,Special Air,Electronic accessories,50,8,4,2/7/2019,20:02:47,E-wallet,42.5,3.6,1160,Normal,US,M,10/25/1980,1643 Farmwell Rd,9260122047.0,1643.0,Tabb Shigas
1160,10c4007c-cc04-4b02-81cc-c161553ebbe3,WH1,ExpressAir,Home and lifestyle,15,8,1.5,2/24/2019,13:22:37,E-wallet,12.75,3.2,1161,Member,US,F,10/22/1995,2225 Effingham Cir,9260114757.0,2225.0,Joquitta Lappage
1161,d96ea91e-c1fc-42da-b459-e6e6cd9bd94e,WH3,Special Air,Sports and travel,33,6,2.64,3/11/2019,23:13:22,Cash,28.05,3.1,1162,Member,NL,F,10/29/1967,Runnenburg 9,6300100593.0,9.0,Anne Marie Thijs
1162,47944c46-e82f-4691-8beb-31e0ccfba1e9,WH3,Regular Air,Food and beverages,69,7,3.45,2/13/2019,23:42:19,Credit Card,58.65,4.2,1163,Normal,US,M,10/19/2004,1451 Autumn Pine Ct,9260114232.0,1451.0,Spencer Kuchnia
1163,85559821-eeb8-4a95-8cc0-51b88512633b,WH1,ExpressAir,Electronic accessories,60,5,6,2/1/2019,2:30:44,E-wallet,51,3.0,1164,Member,GB,M,10/24/1985,1 Centre,9250102218.0,1.0,Colm Brant
1164,4ba5becb-5b7c-4428-8085-4f9620690b77,WH2,Special Air,Home and lifestyle,83,7,6.64,3/27/2019,6:21:59,Cash,70.55,4.2,1165,Member,AU,M,11/2/1949,29 Ross Reid Place East Tamaki,1600102459.0,29.0,Roberto Kolaric
1165,481c1b27-ce4e-4f9b-87e0-16d538f39b14,WH3,ExpressAir,Electronic accessories,47,1,4.7,1/14/2019,1:28:51,E-wallet,39.95,2.9,1166,Member,IT,F,11/2/1949,Via Nissolina 1,4800100498.0,1.0,Franca Delvino
1166,0ba83255-0b29-499f-a214-1b6f84d29469,WH3,Special Air,Home and lifestyle,86,9,6.88,2/11/2019,11:51:18,E-wallet,73.1,3.7,1167,Normal,US,F,10/27/1973,2220 Greenmont Ln,9260107844.0,2220.0,Jonnie Danyluk
1167,43811cc9-b83d-4b30-b82c-eae9214d9d96,WH2,Special Air,Health and beauty,34,3,2.72,2/10/2019,16:03:28,Credit Card,28.9,3.6,1168,Normal,US,F,10/25/1980,365 Glascock St,9260106246.0,365.0,Karlita Mcclenney
1168,8f00e6e0-a98a-4a3a-8561-a7d7cbca9ad8,WH1,Special Air,Health and beauty,13,1,1.04,3/12/2019,2:26:41,E-wallet,11.05,3.6,1169,Member,US,M,10/25/1983,944 Center Pointe Dr,9260110971.0,944.0,Guogang Schermerhorn
1169,5be6b14d-f1e1-4f85-b158-d5595a4c55d7,WH2,Regular Air,Health and beauty,26,4,1.3,1/31/2019,15:58:02,E-wallet,22.1,4.5,1170,Normal,PT,M,10/20/2001,Rua Da Junqueira 169,7350100246.0,169.0,José João Veríssimo Correia
1170,5da1912c-a266-48f4-96b7-d0a858c94ba3,WH1,ExpressAir,Electronic accessories,22,6,2.2,1/1/2019,1:40:41,Credit Card,18.7,3.2,1171,Normal,US,M,11/2/1948,1619 Amber Lantern St,9260107565.0,1619.0,Millard Atty
1171,fd8012d8-45d4-4a9c-9ef4-3bcdcd25491f,WH2,Special Air,Food and beverages,79,8,6.32,3/15/2019,6:13:16,Credit Card,67.15,3.9,1172,Normal,SE,F,10/25/1982,Vasagatan 7,8500100461.0,7.0,Christina Almgren
1172,cbb4c33f-c47e-41a5-a460-c58dac258e37,WH3,Special Air,Health and beauty,51,10,4.08,2/23/2019,20:57:25,Credit Card,43.35,4.6,1173,Normal,ES,M,10/21/1996,C. Trueba Y Fernández 3,8300100705.0,3.0,Miguel Ángel Vallejo
1173,a198b166-c13b-4a18-92a9-280bba81bc78,WH2,ExpressAir,Health and beauty,10,9,1,1/28/2019,4:49:53,E-wallet,8.5,2.5,1174,Normal,US,F,10/20/2003,105 Exacta Ln,9260106154.0,105.0,Cashaunda Gillcoat
1174,72e6cb33-111f-4c9b-b4e5-ae39a7f85114,WH1,ExpressAir,Health and beauty,42,4,4.2,1/28/2019,5:54:17,E-wallet,35.7,4.3,1175,Member,US,M,10/23/1989,2614 Bells Valley Dr,9260101658.0,2614.0,Rika Krutza
1175,9aefea35-c1c7-4793-b569-f3db73764fc7,WH2,Regular Air,Sports and travel,65,5,3.25,3/1/2019,15:52:33,Credit Card,55.25,4.1,1176,Member,FI,M,10/27/1975,Lemminkäisenkatu 1,3400100507.0,1.0,Erkki Hanifi
1176,1f5c2994-5503-4e4c-b04f-b2c122029ac7,WH2,Regular Air,Home and lifestyle,30,2,1.5,3/22/2019,2:14:15,E-wallet,25.5,4.6,1177,Normal,US,M,10/29/1965,1736 Foliage Cir,9260102048.0,1736.0,Fay Upchurch
1177,05ab7772-4879-4359-b462-9975d6a14da8,WH1,ExpressAir,Health and beauty,79,6,7.9,1/3/2019,2:57:00,Credit Card,67.15,4.8,1178,Normal,US,M,10/26/1978,5120 Lakeside Dr,9260124357.0,5120.0,Rebecca Verbruggen
1178,4dc8c1fa-381f-4300-8310-43fd57125951,WH3,Special Air,Food and beverages,75,5,6,1/2/2019,7:49:36,Credit Card,63.75,4.9,1179,Normal,SE,F,11/1/1953,Springpostgränden 1,8500100099.0,1.0,Christina Bergenstjerna
1179,fe76fd4d-a77f-4b67-ae85-8ed80cd12fcf,WH3,Regular Air,Fashion accessories,37,6,1.85,1/24/2019,6:59:40,E-wallet,31.45,2.8,1180,Normal,US,M,10/31/1956,1223 Harps Mill Rd,9260106024.0,1223.0,Bryan Edenfield
1180,ee027a23-0802-4d7e-8d46-9be2e511c95e,WH2,Special Air,Food and beverages,81,7,6.48,1/30/2019,19:34:28,E-wallet,68.85,4.9,1181,Member,US,M,11/1/1955,101 Dew Drop Ct,9260114699.0,101.0,Dervin Ivie
1181,0023b402-3795-4cfa-a1c4-ea424bcab3da,WH2,Special Air,Food and beverages,50,6,4,1/13/2019,6:41:14,E-wallet,42.5,3.5,1182,Normal,US,M,11/1/1955,367 Calumet Dr,9260105048.0,367.0,Sabad Al Saeede
1182,2c14a95a-434f-497a-b178-4ed1a7dc45e1,WH2,ExpressAir,Health and beauty,71,2,7.1,3/11/2019,16:45:59,Credit Card,60.35,3.8,1183,Member,FR,F,10/25/1981,Av Aristide Briand 5,3500100028.0,5.0,Ferry Fabre
1183,718a2f6c-17df-4a45-876a-9ffd0368d3c9,WH3,Regular Air,Health and beauty,44,10,2.2,2/16/2019,8:19:48,Credit Card,37.4,4.5,1184,Member,US,F,10/26/1976,97 Crestline Ave,9260118796.0,97.0,Alissa Sintal
1184,7a1a1696-921e-451b-9b3f-3eb4bddb92f6,WH1,Regular Air,Fashion accessories,63,3,3.15,1/20/2019,14:49:20,E-wallet,53.55,3.4,1185,Member,US,M,11/1/1953,1953 High Mountain Dr,9260112136.0,1953.0,Rob Svec
1185,c7d5b98b-2da2-4461-be23-cc886f289b6f,WH3,Regular Air,Health and beauty,82,5,4.1,2/18/2019,7:31:16,Cash,69.7,3.9,1186,Member,US,F,10/20/2001,846 Carl Williamson Rd,9260126638.0,846.0,Kay Lee
1186,4c358c94-e2f2-497e-bc0e-9bad4e96b8f2,WH3,ExpressAir,Home and lifestyle,23,10,2.3,1/8/2019,8:22:38,Credit Card,19.55,4.1,1187,Normal,IT,M,10/26/1978,Via Dell'Unione Europea 1,4800104351.0,1.0,Mohamed Ortigosa
1187,e7504dca-a341-45db-a54e-f2ee5d1b650d,WH2,Special Air,Food and beverages,59,1,4.72,1/31/2019,0:57:09,E-wallet,50.15,3.0,1188,Member,GB,M,10/22/1995,1 Cannon Street,9250103238.0,1.0,Bob Clibbens
1188,e5b57c25-69f2-4579-aaec-d0e74c80420b,WH1,Special Air,Electronic accessories,28,2,2.24,1/13/2019,14:08:54,E-wallet,23.8,3.3,1189,Normal,US,F,11/2/1951,6224 Hunters Bluff Dr,9260103818.0,6224.0,Tracy Wesdock
1189,803fac13-35e3-41a8-8413-098a051aa8ce,WH3,ExpressAir,Food and beverages,27,9,2.7,2/13/2019,17:42:38,E-wallet,22.95,4.9,1190,Member,US,F,10/31/1958,4786 Fairfax Woods Dr,9260118009.0,4786.0,Debra Kist
1190,b9bab68e-87db-4e05-a5b3-0f86cfcf7c63,WH1,Regular Air,Home and lifestyle,71,5,3.55,3/10/2019,1:41:24,E-wallet,60.35,4.3,1191,Member,AU,F,10/22/1994,2 Lambie Drive Wiri,1600101666.0,2.0,Jennifer Fehlberg
1191,33a065d7-d8e4-4894-94ad-e4b1595fecf4,WH3,Special Air,Electronic accessories,93,6,7.44,1/9/2019,4:07:18,Cash,79.05,4.1,1192,Member,US,F,10/24/1986,453 Jordan Cabin Rd,9260103438.0,453.0,Angelia Mruk
1192,a00194c8-1c8b-4aba-a2af-e03a2e5345f2,WH3,Regular Air,Health and beauty,69,4,3.45,2/9/2019,19:07:20,Credit Card,58.65,4.0,1193,Normal,NL,F,10/28/1970,Diemermere 9,6300100658.0,9.0,A.M. Geurtsen
1193,77779fb1-e14a-4e09-9826-96a35fddc56d,WH2,Special Air,Electronic accessories,49,2,3.92,1/18/2019,0:26:01,Credit Card,41.65,5.0,1194,Member,US,F,10/20/2001,81 Evergreen Ave,9260113258.0,81.0,Teresa Lengyel
1194,19d88b45-d2a1-4ce2-a0f6-6b05d4dd812c,WH3,Regular Air,Sports and travel,62,6,3.1,2/18/2019,8:11:55,E-wallet,52.7,3.1,1195,Member,US,F,10/31/1959,1322 Cousins Ln,9260114611.0,1322.0,Kristin Mroz
1195,e4189689-f41d-4c09-8346-b1f5e279906c,WH3,ExpressAir,Home and lifestyle,51,7,5.1,2/8/2019,12:41:36,Cash,43.35,4.0,1196,Member,US,M,10/23/1990,739 Furan Ct,9260122404.0,739.0,Robert Hinchey
1196,4de5295a-90dc-45f5-ae09-a28b03de072e,WH1,Regular Air,Health and beauty,32,4,1.6,2/6/2019,18:56:44,Cash,27.2,3.2,1197,Normal,US,F,11/2/1948,4821 Grove Crabtree Cres,9260109541.0,4821.0,Dorene Kamar
1197,0dd48c8e-d4d3-4a87-8360-53a10ffcecdf,WH2,ExpressAir,Sports and travel,73,10,7.3,2/8/2019,11:40:49,Credit Card,62.05,3.9,1198,Member,US,M,10/23/1991,1631 Hardimont Rd,9260106900.0,1631.0,Bobby Cox
1198,b199d37a-a15f-42c5-95e7-5982f9b5b6fa,WH1,ExpressAir,Health and beauty,26,7,2.6,2/9/2019,9:42:58,Cash,22.1,3.9,1199,Member,DE,M,10/20/2000,Dieselstr. 4,3940105248.0,4.0,Peter Fremerey
1199,f7140c80-9143-4c34-86ce-be47d9e4a246,WH3,ExpressAir,Sports and travel,52,5,5.2,3/8/2019,18:37:58,E-wallet,44.2,4.5,1200,Member,NL,F,10/29/1966,Karspeldreef 6,6300100443.0,6.0,J.A. Metske
1200,4ac7f24d-2c3e-469e-87ff-6d79796ff92e,WH2,Regular Air,Sports and travel,39,1,1.95,3/15/2019,23:58:43,Credit Card,33.15,4.4,1201,Normal,US,F,10/30/1960,1020 Birkenhead Ct,9260104851.0,1020.0,Emmaree Law
1201,5993546a-e465-4efd-9310-9451f38b921c,WH3,Regular Air,Electronic accessories,56,7,2.8,3/15/2019,17:20:49,Credit Card,47.6,3.1,1202,Member,US,M,11/1/1955,3085 Ashebrook Dr,9260114047.0,3085.0,Jimmy Depuy
1202,551c8f59-ed1f-4b6a-96b7-20f68f5d8545,WH2,ExpressAir,Sports and travel,81,6,8.1,2/11/2019,22:20:01,E-wallet,68.85,2.9,1203,Member,ES,F,10/29/1966,Av. Diagonal 1,8300100075.0,1.0,Pilar Fominaya Gómez
1203,ccb07086-b950-45ad-8cf4-70c576e52083,WH3,ExpressAir,Food and beverages,71,5,7.1,2/4/2019,0:15:37,Credit Card,60.35,3.7,1204,Member,US,M,10/20/2000,3940 Holly Springs New Hill Rd,9260125964.0,3940.0,Clea Kapitula
1204,db4b1d9f-b047-43bf-a650-919cd1e729b5,WH2,ExpressAir,Home and lifestyle,64,2,6.4,3/7/2019,15:42:49,Cash,54.4,3.2,1205,Member,ES,F,10/29/1967,Av. Diagonal 1,8300100062.0,1.0,Cristina Olea
1205,d6946715-b776-439b-916e-e238779d7bc6,WH2,ExpressAir,Food and beverages,52,4,5.2,3/8/2019,1:02:35,Credit Card,44.2,3.5,1206,Normal,ES,F,10/20/2000,C. Viriato 2,8300100721.0,2.0,Mar Reyes
1206,4b601701-4b6d-4600-a1e9-185726cb7fc9,WH1,ExpressAir,Food and beverages,55,7,5.5,2/17/2019,15:27:36,Cash,46.75,3.0,1207,Normal,DE,M,10/27/1974,Thomas-Dehler-Straße 12,3940107535.0,12.0,Gunter Röte
1207,1e07c846-c36f-45e7-a59c-90da698025fb,WH1,Special Air,Home and lifestyle,65,5,5.2,3/1/2019,23:08:11,Credit Card,55.25,4.1,1208,Normal,FR,M,10/25/1981,Rue Auger 9,3500100728.0,9.0,Christian Morellon
1208,b0112098-7342-4f76-ae89-18d4a7254bdc,WH1,Special Air,Fashion accessories,27,8,2.16,2/6/2019,10:05:04,E-wallet,22.95,2.9,1209,Member,TR,F,10/26/1977,Is Kuleleri 2,9050100013.0,2.0,Ayca Kaya
1209,e0087da2-ca9a-40ff-bfab-7354ca1dd503,WH2,Regular Air,Food and beverages,91,3,4.55,3/9/2019,12:47:34,E-wallet,77.35,3.8,1210,Normal,ES,F,10/30/1961,Av. Diagonal 1,8300100079.0,1.0,Carmen Castel
1210,58ad5c61-3467-4468-ad1d-4bdfac3a1181,WH2,Special Air,Electronic accessories,85,9,6.8,1/26/2019,15:02:37,Credit Card,72.25,4.1,1211,Normal,FR,F,10/30/1960,Rue Crillon 1,3500100932.0,1.0,Corinne Biauce
1211,a3ef5adf-45ff-4e86-b135-b40ec1535434,WH3,Special Air,Health and beauty,32,1,2.56,1/2/2019,15:35:12,E-wallet,27.2,4.6,1212,Member,US,M,10/19/2005,1463 Brentfield Loop,9260114383.0,1463.0,Grattan Bonin
1212,02db2336-1719-47b6-88d7-736fd218d09e,WH2,ExpressAir,Home and lifestyle,74,2,7.4,2/20/2019,20:16:51,Cash,62.9,2.5,1213,Member,FR,M,10/29/1967,Rue Latecoere 2,3500101518.0,2.0,Jose Maurin
1213,2eb5c5de-6967-4b10-8a01-1475c607fe52,WH2,Regular Air,Fashion accessories,62,2,3.1,2/19/2019,7:33:27,Cash,52.7,3.7,1214,Normal,FR,M,11/2/1949,Rue Riquet 13,3500101476.0,13.0,Rafik Sabatier
1214,34ba5c7b-3928-42ad-a5e0-18fdb943f289,WH3,Special Air,Electronic accessories,35,3,2.8,3/14/2019,19:14:48,Cash,29.75,3.8,1215,Normal,FI,M,11/2/1948,Piispanportti 1,3400100055.0,1.0,Patrik Kartela
1215,dbb756ce-fb3f-443d-8010-b7ce9e3f8b96,WH2,Special Air,Fashion accessories,46,4,3.68,1/19/2019,10:22:27,E-wallet,39.1,2.6,1216,Normal,DE,M,10/20/2000,Emil-Figgestr. 51,3940101957.0,51.0,Malte Knols
1216,4466ee63-2332-4e8b-b29c-64ae24170d9e,WH3,Regular Air,Fashion accessories,21,3,1.05,3/22/2019,9:35:36,Cash,17.85,3.7,1217,Member,SE,F,10/24/1986,Novum Plan 1,8500100106.0,1.0,Helena Andersson
1217,73cf7e9a-b626-428e-8608-434e97c13a3b,WH1,Special Air,Home and lifestyle,68,3,5.44,1/20/2019,13:34:30,E-wallet,57.8,2.6,1218,Normal,FR,F,10/28/1968,Rue de Ponthieu 36,3500101088.0,36.0,Valerie Gigot
1218,48c1b7d7-c5d0-4ceb-a4cc-ebde91663d3b,WH2,Regular Air,Health and beauty,14,3,0.7,2/1/2019,21:33:06,Credit Card,11.9,3.1,1219,Normal,IT,F,10/28/1968,Via Francesco Sforza 11,4800100260.0,11.0,Amedea Caifa
1219,f918ab0b-bf44-4c4e-bc09-11bafd6576f5,WH3,Special Air,Health and beauty,65,7,5.2,2/23/2019,5:56:44,Credit Card,55.25,2.5,1220,Normal,CH,M,10/21/1997,Via Canova 6,8550100058.0,6.0,Claudio Selmoni
1220,e80d27fb-6e6d-46af-9587-0406719630f7,WH2,ExpressAir,Health and beauty,86,2,8.6,2/27/2019,14:05:13,E-wallet,73.1,4.9,1221,Member,DK,M,10/28/1971,Pindbrovej 13,3150111630.0,13.0,Flemming Jens Præst
1221,3209f45a-9b8f-42e6-a341-b6dc5db60e04,WH1,Regular Air,Sports and travel,40,4,2,3/4/2019,21:37:18,Credit Card,34,4.5,1222,Member,GB,M,10/26/1979,17 Longrood Road,9250106819.0,17.0,Jeffrey Murison
1222,fc6ad971-0c65-4799-879f-e7de705ffa56,WH3,Regular Air,Electronic accessories,31,4,1.55,1/11/2019,10:59:32,Cash,26.35,3.4,1223,Member,US,F,10/30/1961,3363 Laurdane Rd,9260117788.0,3363.0,Debbie Mcgonigal
1223,2b6239c5-4096-4dba-9261-002dbe81256e,WH1,Special Air,Home and lifestyle,14,10,1.12,3/17/2019,21:31:06,Credit Card,11.9,3.9,1224,Normal,DE,F,10/29/1965,Leipzigerstr. 7,3940106795.0,7.0,Hanna Jürgensen
1224,a09464c8-55a6-434d-bcd5-50aa50d49b92,WH2,Special Air,Home and lifestyle,12,4,0.96,1/28/2019,19:49:32,Cash,10.2,3.7,1225,Member,GB,M,10/23/1988,10 Osborne Terrace,9250106262.0,10.0,Parag Rennick
1225,8eeed38d-ac8e-4372-a3e5-dd684141759f,WH3,Regular Air,Food and beverages,57,1,2.85,3/16/2019,5:28:30,Cash,48.45,2.6,1226,Normal,FR,M,10/25/1981,Av Morane Saulnier 4,3500101521.0,4.0,Yanis Kermorvant
1226,63d2844d-d399-449e-b2d3-c26785106d8a,WH3,Regular Air,Electronic accessories,93,7,4.65,1/18/2019,10:29:27,Credit Card,79.05,3.4,1227,Member,FR,M,10/23/1990,11 Quai Andre Citroen 1,3500100732.0,1.0,Laurent Brisson
1227,fbf89777-146a-4c47-b50d-5022a36e966b,WH2,ExpressAir,Sports and travel,70,2,7,2/9/2019,14:20:41,Cash,59.5,4.9,1228,Member,NL,F,10/24/1986,Weteringseweg 2,6300100630.0,2.0,J.J.H. Dol
1228,5adc238d-c7b9-4f99-8a42-fa5c225b8973,WH1,Regular Air,Fashion accessories,85,9,4.25,1/4/2019,18:54:42,E-wallet,72.25,3.9,1229,Normal,DE,M,10/26/1978,Wiesentalstr. 53,3940106432.0,53.0,Bernd-Joachim Koch
1229,772fb784-d23f-4724-996a-9f2695185da0,WH1,ExpressAir,Home and lifestyle,49,7,4.9,3/11/2019,19:28:11,Credit Card,41.65,3.6,1230,Member,GB,F,10/22/1994,1 Lockside Avenue,9250101558.0,1.0,Sarah Courtney
1230,d98eeccf-34f3-4c1a-ae68-6ea96eeb12d0,WH3,Regular Air,Food and beverages,42,8,2.1,3/20/2019,22:54:45,E-wallet,35.7,4.6,1231,Member,IT,M,10/22/1992,Serv. Docum. E Informaz. 2,4800103567.0,2.0,Maurice Fantin
1231,d5390ffa-498d-4b79-baf8-45994b8095ea,WH3,ExpressAir,Sports and travel,44,6,4.4,1/16/2019,10:12:18,E-wallet,37.4,4.0,1232,Normal,US,M,11/1/1954,6077 Buck Jones Rd,9260128111.0,6077.0,Lonnie Citro
1232,ce05f196-3b71-4898-9de0-3e0f2c8beb94,WH2,Special Air,Sports and travel,59,1,4.72,2/19/2019,18:17:09,E-wallet,50.15,3.6,1233,Member,IT,M,10/24/1985,Via Vecchio Macello 2,4800103254.0,2.0,Andrea Gittardi
1233,c8d0f8d0-9621-469e-9eeb-c1d80596a533,WH2,Regular Air,Food and beverages,75,4,3.75,1/20/2019,10:47:16,Credit Card,63.75,3.5,1234,Member,US,M,10/20/2002,51 Garner Rd,9260122365.0,51.0,David Peters
1234,559c9b50-c6ba-465d-8df4-b7965d7394bb,WH1,ExpressAir,Health and beauty,98,7,9.8,1/22/2019,6:53:16,E-wallet,83.3,4.1,1235,Member,US,M,10/23/1988,1459 Evergreen Ct,9260101335.0,1459.0,Brian Malley
1235,417c36cf-9a6d-4e2c-870d-f4e80193c917,WH1,Regular Air,Sports and travel,61,7,3.05,2/21/2019,17:29:11,E-wallet,51.85,3.0,1236,Normal,DE,M,10/22/1992,Bahnhofstr. 14,3940109108.0,14.0,Claus Mc Laren
1236,7a5950e1-f4e8-452a-befc-bd3a64c695ef,WH1,Special Air,Home and lifestyle,81,5,6.48,2/1/2019,16:52:19,Cash,68.85,4.4,1237,Normal,US,M,10/29/1967,724 Davidson St,9260109374.0,724.0,Kaozon Kissel
1237,3082f63e-d2d6-4ff5-b181-9cdaf528bbbd,WH2,Special Air,Health and beauty,55,10,4.4,2/27/2019,18:07:53,Cash,46.75,4.4,1238,Member,US,M,10/27/1973,3877 Draymore Way,9260110549.0,3877.0,Donnie Williams
1238,a3acd8ff-4207-4861-bd5f-bc30b990bcc3,WH1,Special Air,Electronic accessories,63,8,5.04,3/25/2019,8:26:24,E-wallet,53.55,3.7,1239,Member,US,M,11/2/1948,5547 Lake Lynn Dr,9260108525.0,5547.0,Tryon Dalleo
1239,dabe555d-4cde-4d22-ac11-8d4d41294816,WH2,Special Air,Health and beauty,60,1,4.8,1/3/2019,1:22:38,Cash,51,4.8,1240,Member,DE,F,10/27/1973,Birkenstr. 1,3940110300.0,1.0,Christa Birkendorf
1240,52f9fd5e-a12a-4b6d-9676-fb2e5bd42dbd,WH2,ExpressAir,Home and lifestyle,58,10,5.8,2/4/2019,18:47:50,Credit Card,49.3,2.9,1241,Member,US,F,10/24/1986,1143 Homestead Park Dr,9260119609.0,1143.0,Wilma Burleigh
1241,a5dad644-b28f-472d-b369-738358fe0b55,WH2,Regular Air,Fashion accessories,11,9,0.55,1/15/2019,19:40:58,E-wallet,9.35,3.1,1242,Member,US,M,10/24/1986,2829 Fiddler Ct,9260118296.0,2829.0,Tanijah Marsic
1242,e219fe97-8fab-4b5f-b2e0-f934dd83e61a,WH1,ExpressAir,Food and beverages,75,1,7.5,1/27/2019,9:48:49,Credit Card,63.75,4.0,1243,Member,US,M,11/1/1953,35 Gresham Trace Ln,9260100892.0,35.0,David Hogrefe
1243,ff95852a-13f3-43dd-962b-fcf1d1e81726,WH3,Regular Air,Health and beauty,25,8,1.25,2/2/2019,15:52:09,E-wallet,21.25,3.0,1244,Member,FR,F,10/30/1962,Avenue du Bosquet 1,3500100067.0,1.0,Bossila Loncle
1244,70f903a2-8cd1-474d-a5ce-94f01d361c3d,WH3,Special Air,Food and beverages,81,9,6.48,3/29/2019,0:04:49,Credit Card,68.85,3.9,1245,Normal,AU,F,10/31/1956,251 Pitt St,1600101323.0,251.0,Chhay Seymore
1245,760b67cf-2183-4dcb-b9c5-aba325fa47c0,WH2,Special Air,Fashion accessories,55,3,4.4,1/31/2019,0:51:06,Cash,46.75,3.4,1246,Normal,US,M,10/21/1996,1048 Golden Arrow Ln,9260109817.0,1048.0,Prachuab Kowite
1246,bc6790a6-7091-436b-b9e2-dfb5407179e5,WH1,Regular Air,Fashion accessories,47,4,2.35,3/6/2019,10:41:06,E-wallet,39.95,2.7,1247,Member,FI,F,10/21/1998,Sairaalakatu 2,3400100553.0,2.0,Eija Hanifi
1247,6754f41b-ab48-4e5b-9041-ba21aa81b2df,WH1,Regular Air,Electronic accessories,92,10,4.6,1/4/2019,16:05:01,Credit Card,78.2,3.5,1248,Member,US,F,10/24/1986,1818 Groomsbridge Ct,9260112332.0,1818.0,Carol Dyer
1248,9083854f-9848-4376-ac60-ed09e5424316,WH3,ExpressAir,Sports and travel,46,7,4.6,2/14/2019,22:17:20,Cash,39.1,3.0,1249,Member,US,M,10/25/1983,107 Courtney Ln,9260108440.0,107.0,William Brown
1249,83caffac-22b1-42a9-aa10-715dcfb3bc27,WH3,ExpressAir,Home and lifestyle,62,10,6.2,2/10/2019,2:00:19,Cash,52.7,4.5,1250,Member,US,F,10/28/1968,228 Kincross Ct,9260104333.0,228.0,Leah Greene
1250,b043df26-eb69-425f-a320-e4371f2e469f,WH2,ExpressAir,Health and beauty,78,5,7.8,2/23/2019,3:15:19,Cash,66.3,4.1,1251,Member,GB,M,10/28/1969,1 Bedford House,9250100006.0,1.0,Stephen Everson
1251,38f13e47-1343-47c2-bb25-96c35ea72cd9,WH3,Regular Air,Fashion accessories,48,2,2.4,2/15/2019,15:09:18,Credit Card,40.8,5.0,1252,Normal,US,M,11/2/1951,54 Diamondhitch Trl,9260106242.0,54.0,Howard Kuster
1252,ace9bfd8-6e8e-41ad-8567-4b6984c0abaa,WH2,Regular Air,Home and lifestyle,35,7,1.75,2/8/2019,14:00:20,Credit Card,29.75,4.0,1253,Member,GB,M,10/25/1982,6 Atholl Crescent,9250101445.0,6.0,John J Boyce
1253,fb5e509d-9bae-4e29-8aae-df499c95922d,WH1,Special Air,Fashion accessories,69,1,5.52,2/10/2019,12:06:39,Cash,58.65,4.9,1254,Member,GB,F,10/31/1958,1 Paul St,9250104982.0,1.0,Marcelle Mcmillan
1254,80577ddd-7f4c-4a38-8099-7617c01696bd,WH3,ExpressAir,Sports and travel,91,3,9.1,3/10/2019,13:01:28,Credit Card,77.35,3.3,1255,Normal,US,M,10/27/1972,566 Carolina Ave,9260105752.0,566.0,Ademola Lippmann
1255,6d8b69ca-5be6-435b-86e4-de0879daff60,WH3,ExpressAir,Health and beauty,20,5,2,1/28/2019,19:59:49,Cash,17,4.1,1256,Member,US,M,11/2/1949,839 Lane St,9260109459.0,839.0,Anthony Noyes
1256,36fc1491-9273-43ff-a984-a7466cd55eee,WH3,Special Air,Home and lifestyle,84,1,6.72,1/6/2019,23:27:25,Credit Card,71.4,3.6,1257,Member,LB,M,10/26/1977,,,,Kazimir Xie
1257,75e7004d-1e55-4b42-b50a-33ca2da36908,WH1,Regular Air,Home and lifestyle,77,2,3.85,1/16/2019,19:45:20,Cash,65.45,3.0,1258,Normal,US,F,11/2/1948,281 Beardsley Ct,9260121457.0,281.0,Earliss Mc Allister
1258,787f2775-7c89-4f7c-b0a5-5a33931eb18a,WH2,ExpressAir,Sports and travel,25,6,2.5,1/20/2019,23:17:19,Cash,21.25,4.1,1259,Member,US,M,10/22/1992,1459 Fernhurst Ct,9260106188.0,1459.0,Jonathan Sabol
1259,410d3feb-98fd-4c3f-92e1-804c465194cd,WH3,ExpressAir,Home and lifestyle,16,10,1.6,1/7/2019,1:46:19,E-wallet,13.6,3.9,1260,Member,US,M,10/23/1991,251 Crickentree Dr,9260121336.0,251.0,Jose Talton
1260,d3b2bfbc-e1ce-4751-8fcf-fff49cf2e10a,WH1,ExpressAir,Food and beverages,96,8,9.6,1/25/2019,16:45:16,Cash,81.6,4.1,1261,Normal,ES,M,10/31/1959,C. Henao 1,8300100233.0,1.0,Óscar Fuentes Lozano
1261,72078b6a-f897-4271-b4b8-0b4f7ff81ffc,WH1,ExpressAir,Fashion accessories,26,2,2.6,1/5/2019,19:36:54,E-wallet,22.1,2.8,1262,Member,DE,F,11/1/1952,Trackendorferstr. 1,3940105171.0,1.0,Karin Pache
1262,48c72ec1-8cd0-4818-b64b-ff9b1cffe2ef,WH3,Special Air,Home and lifestyle,14,2,1.12,2/28/2019,23:04:35,Cash,11.9,4.8,1263,Member,NL,F,10/31/1957,Dr. Stolteweg 1,6300101499.0,1.0,I.B. Poppenk Msc
