Invoice ID,warehouse_name,Shipment_mode,Product line,Unit price,Quantity,shipping cost,Date,Time,Payment,Unit cost,Rating,Customer_ID,Customer type,Country,Gender,Birth_Date,Customer_Address, Street_ID, Street_Number,CustFN,age_when_order,month,total_income,total_cost,total_profit
3ea947f7-3bab-4263-9843-09ba1a7a3741,WH2,Special Air,Fashion accessories,42.0,3,3.36,2019-02-10,12:58:42,Cash,35.7,4.7,1142,Member,DE,F,1997-10-21,Sprottauerstr. 1,3940101889.0,1.0,Fabiola Jilg,21.305954825462013,February,126.0,107.10000000000001,18.89999999999999
d300a618-4a4f-40cc-97db-ac87aa31f7dd,WH1,ExpressAir,Home and lifestyle,11.0,1,1.1,2019-02-20,7:17:56,Cash,9.35,3.5,1143,Member,US,F,1997-10-21,1443 Earle Rd,9260114088.0,1443.0,Helen Anzola,21.333333333333332,February,11.0,9.35,1.6500000000000004
f2bbee53-2be1-49de-bf28-b5ccdf213f46,WH2,Regular Air,Sports and travel,60.0,8,3.0,2019-01-24,7:55:59,Cash,51.0,4.4,1144,Normal,CH,F,1989-10-23,Züricherstr. 29,8550100034.0,29.0,Raffaella Belli,29.253935660506503,January,480.0,408.0,72.0
91a6ab24-4e8d-4e8b-9890-42430b9b5868,WH1,ExpressAir,Home and lifestyle,53.0,10,5.3,2019-02-04,23:29:55,E-wallet,45.05,4.4,1145,Member,US,M,2005-10-19,171 Fox Bluff Ct,9260105661.0,171.0,Eric Gyles,13.295003422313483,February,530.0,450.5,79.5
a5e72979-4256-4de2-8e40-3af7756bdeab,WH1,Regular Air,Electronic accessories,39.0,1,1.95,2019-01-14,4:48:25,Cash,33.15,3.0,1146,Normal,SE,F,1951-11-02,Regeringsgatan 1,8500100394.0,1.0,Madeleine Adolfsson,67.20054757015743,January,39.0,33.15,5.850000000000001
b237fcae-6b9c-4268-94e7-77177ac5b155,WH1,Regular Air,Electronic accessories,21.0,2,1.05,2019-03-07,4:59:56,Credit Card,17.85,4.2,1147,Member,US,F,2001-10-20,232 Farm Hill Ct,9260103614.0,232.0,Honor Keithly,17.377138945927445,March,42.0,35.7,6.299999999999997
c505b556-3e48-4d28-b5ef-df7a5717a59e,WH1,Regular Air,Fashion accessories,85.0,2,4.25,2019-03-08,10:22:39,E-wallet,72.25,4.3,1148,Normal,US,M,1985-10-24,2577 Dunwoody Trl,9260129307.0,2577.0,Jeffery Eswein,33.36892539356605,March,170.0,144.5,25.5
92eed424-a0bd-4608-b8dd-469a7686f596,WH3,Regular Air,Health and beauty,44.0,1,2.2,2019-02-24,21:43:03,Credit Card,37.4,2.6,1149,Member,US,M,1957-10-31,636 Julian Dr,9260104329.0,636.0,James Pendola,61.31690622861054,February,44.0,37.4,6.600000000000001
b203e9ca-20e8-450c-8998-8f03d74598e2,WH1,Special Air,Home and lifestyle,74.0,7,5.92,2019-01-31,7:44:21,E-wallet,62.9,3.3,1150,Member,TR,M,2005-10-19,Ozveren Sokak 1,9050100004.0,1.0,Turev Sinemillioglu,13.284052019164955,January,518.0,440.3,77.69999999999999
d3c5fe24-ff58-4594-bdba-4cfe0c8a2667,WH1,Regular Air,Food and beverages,73.0,10,3.65,2019-01-11,18:25:08,E-wallet,62.05,2.7,1151,Normal,FR,M,1975-10-27,Rue de Richelieu 23,3500101095.0,23.0,Jacques Guilchard,43.20876112251882,January,730.0,620.5,109.5
03b89ee6-3efa-47be-bea9-c8d539b3a063,WH1,Regular Air,Fashion accessories,71.0,9,3.55,2019-03-04,19:13:14,Cash,60.35,4.2,1152,Member,IT,F,1958-10-31,Via Albinoni 1,4800102651.0,1.0,Laura Bonamico,60.33949349760438,March,639.0,543.15,95.85000000000002
b187f70b-3b19-4183-976e-19abd1c7964c,WH3,Special Air,Home and lifestyle,84.0,3,6.72,2019-02-13,17:49:07,Cash,71.4,4.0,1153,Member,DE,M,1997-10-21,Steinbockstr. 2,3940106908.0,2.0,Ralf Schlagentweith,21.31416837782341,February,252.0,214.20000000000002,37.79999999999998
628ec4b9-5fae-4fd4-a4bc-9203920ff943,WH3,Special Air,Electronic accessories,87.0,3,6.96,2019-03-03,12:13:14,Credit Card,73.95,4.0,1154,Member,US,M,1956-10-31,1111 Chimney Hill Dr,9260124947.0,1111.0,Freerk Kintner,62.33538672142368,March,261.0,221.85000000000002,39.14999999999998
b5fb541e-315e-454d-94e7-a4d733f68c79,WH2,ExpressAir,Health and beauty,78.0,9,7.8,2019-03-27,11:36:28,E-wallet,66.3,2.9,1155,Normal,ES,F,1987-10-24,C. Ronda de la Luna 1,8300100971.0,1.0,Ana María Tovías Hofmann,31.422313483915126,March,702.0,596.6999999999999,105.30000000000007
749cbb9b-dad1-419d-8e9b-e0af4628e744,WH1,Regular Air,Electronic accessories,21.0,3,1.05,2019-01-15,21:55:43,E-wallet,17.85,2.6,1156,Member,CH,M,1948-11-02,Rue de L´industrie 12,8550100039.0,12.0,Giancarlo Sidyanski,70.20123203285421,January,63.0,53.550000000000004,9.449999999999996
aba509f6-6b83-436d-99bc-92ea45156016,WH3,Special Air,Electronic accessories,13.0,2,1.04,2019-03-13,1:33:50,Credit Card,11.05,4.8,1157,Normal,FR,F,1971-10-28,Place de la Catalogne 4,3500100890.0,4.0,Anny Paintrand,47.37303216974675,March,26.0,22.1,3.8999999999999986
4f4dcf7d-b923-432f-893c-dd029de79451,WH3,Special Air,Food and beverages,89.0,7,7.12,2019-02-17,23:23:30,Cash,75.65,4.4,1158,Member,US,F,1984-10-24,71 Birch Field St,9260128089.0,71.0,Montrina Dunn,34.31622176591376,February,623.0,529.5500000000001,93.44999999999993
325894b7-11e6-4546-bdb4-9e70c376142f,WH2,ExpressAir,Food and beverages,52.0,1,5.2,2019-02-22,12:32:52,Cash,44.2,4.0,1159,Member,US,M,2003-10-20,2201 Creek Park Dr,9260115367.0,2201.0,Ajay Casusol,15.342915811088295,February,52.0,44.2,7.799999999999997
0a3124b2-4d63-4b9c-9387-4e0e88cd6e72,WH2,Special Air,Electronic accessories,50.0,8,4.0,2019-02-07,20:02:47,E-wallet,42.5,3.6,1160,Normal,US,M,1980-10-25,1643 Farmwell Rd,9260122047.0,1643.0,Tabb Shigas,38.286105407255306,February,400.0,340.0,60.0
10c4007c-cc04-4b02-81cc-c161553ebbe3,WH1,ExpressAir,Home and lifestyle,15.0,8,1.5,2019-02-24,13:22:37,E-wallet,12.75,3.2,1161,Member,US,F,1995-10-22,2225 Effingham Cir,9260114757.0,2225.0,Joquitta Lappage,23.342915811088297,February,120.0,102.0,18.0
d96ea91e-c1fc-42da-b459-e6e6cd9bd94e,WH3,Special Air,Sports and travel,33.0,6,2.64,2019-03-11,23:13:22,Cash,28.05,3.1,1162,Member,NL,F,1967-10-29,Runnenburg 9,6300100593.0,9.0,Anne Marie Thijs,51.36481861738535,March,198.0,168.3,29.69999999999999
47944c46-e82f-4691-8beb-31e0ccfba1e9,WH3,Regular Air,Food and beverages,69.0,7,3.45,2019-02-13,23:42:19,Credit Card,58.65,4.2,1163,Normal,US,M,2004-10-19,1451 Autumn Pine Ct,9260114232.0,1451.0,Spencer Kuchnia,14.318959616700889,February,483.0,410.55,72.44999999999999
85559821-eeb8-4a95-8cc0-51b88512633b,WH1,ExpressAir,Electronic accessories,60.0,5,6.0,2019-02-01,2:30:44,E-wallet,51.0,3.0,1164,Member,GB,M,1985-10-24,1 Centre,9250102218.0,1.0,Colm Brant,33.27310061601643,February,300.0,255.0,45.0
4ba5becb-5b7c-4428-8085-4f9620690b77,WH2,Special Air,Home and lifestyle,83.0,7,6.64,2019-03-27,6:21:59,Cash,70.55,4.2,1165,Member,AU,M,1949-11-02,29 Ross Reid Place East Tamaki,1600102459.0,29.0,Roberto Kolaric,69.39630390143738,March,581.0,493.84999999999997,87.15000000000003
481c1b27-ce4e-4f9b-87e0-16d538f39b14,WH3,ExpressAir,Electronic accessories,47.0,1,4.7,2019-01-14,1:28:51,E-wallet,39.95,2.9,1166,Member,IT,F,1949-11-02,Via Nissolina 1,4800100498.0,1.0,Franca Delvino,69.19917864476386,January,47.0,39.95,7.049999999999997
0ba83255-0b29-499f-a214-1b6f84d29469,WH3,Special Air,Home and lifestyle,86.0,9,6.88,2019-02-11,11:51:18,E-wallet,73.1,3.7,1167,Normal,US,F,1973-10-27,2220 Greenmont Ln,9260107844.0,2220.0,Jonnie Danyluk,45.29226557152635,February,774.0,657.9,116.10000000000002
43811cc9-b83d-4b30-b82c-eae9214d9d96,WH2,Special Air,Health and beauty,34.0,3,2.72,2019-02-10,16:03:28,Credit Card,28.9,3.6,1168,Normal,US,F,1980-10-25,365 Glascock St,9260106246.0,365.0,Karlita Mcclenney,38.2943189596167,February,102.0,86.69999999999999,15.300000000000011
8f00e6e0-a98a-4a3a-8561-a7d7cbca9ad8,WH1,Special Air,Health and beauty,13.0,1,1.04,2019-03-12,2:26:41,E-wallet,11.05,3.6,1169,Member,US,M,1983-10-25,944 Center Pointe Dr,9260110971.0,944.0,Guogang Schermerhorn,35.37850787132101,March,13.0,11.05,1.9499999999999993
5be6b14d-f1e1-4f85-b158-d5595a4c55d7,WH2,Regular Air,Health and beauty,26.0,4,1.3,2019-01-31,15:58:02,E-wallet,22.1,4.5,1170,Normal,PT,M,2001-10-20,Rua Da Junqueira 169,7350100246.0,169.0,José João Veríssimo Correia,17.281314168377822,January,104.0,88.4,15.599999999999994
5da1912c-a266-48f4-96b7-d0a858c94ba3,WH1,ExpressAir,Electronic accessories,22.0,6,2.2,2019-01-01,1:40:41,Credit Card,18.7,3.2,1171,Normal,US,M,1948-11-02,1619 Amber Lantern St,9260107565.0,1619.0,Millard Atty,70.16290212183436,January,132.0,112.19999999999999,19.80000000000001
fd8012d8-45d4-4a9c-9ef4-3bcdcd25491f,WH2,Special Air,Food and beverages,79.0,8,6.32,2019-03-15,6:13:16,Credit Card,67.15,3.9,1172,Normal,SE,F,1982-10-25,Vasagatan 7,8500100461.0,7.0,Christina Almgren,36.38603696098563,March,632.0,537.2,94.79999999999995
cbb4c33f-c47e-41a5-a460-c58dac258e37,WH3,Special Air,Health and beauty,51.0,10,4.08,2019-02-23,20:57:25,Credit Card,43.35,4.6,1173,Normal,ES,M,1996-10-21,C. Trueba Y Fernández 3,8300100705.0,3.0,Miguel Ángel Vallejo,22.340862422997947,February,510.0,433.5,76.5
a198b166-c13b-4a18-92a9-280bba81bc78,WH2,ExpressAir,Health and beauty,10.0,9,1.0,2019-01-28,4:49:53,E-wallet,8.5,2.5,1174,Normal,US,F,2003-10-20,105 Exacta Ln,9260106154.0,105.0,Cashaunda Gillcoat,15.274469541409994,January,90.0,76.5,13.5
72e6cb33-111f-4c9b-b4e5-ae39a7f85114,WH1,ExpressAir,Health and beauty,42.0,4,4.2,2019-01-28,5:54:17,E-wallet,35.7,4.3,1175,Member,US,M,1989-10-23,2614 Bells Valley Dr,9260101658.0,2614.0,Rika Krutza,29.26488706365503,January,168.0,142.8,25.19999999999999
9aefea35-c1c7-4793-b569-f3db73764fc7,WH2,Regular Air,Sports and travel,65.0,5,3.25,2019-03-01,15:52:33,Credit Card,55.25,4.1,1176,Member,FI,M,1975-10-27,Lemminkäisenkatu 1,3400100507.0,1.0,Erkki Hanifi,43.3429158110883,March,325.0,276.25,48.75
1f5c2994-5503-4e4c-b04f-b2c122029ac7,WH2,Regular Air,Home and lifestyle,30.0,2,1.5,2019-03-22,2:14:15,E-wallet,25.5,4.6,1177,Normal,US,M,1965-10-29,1736 Foliage Cir,9260102048.0,1736.0,Fay Upchurch,53.39356605065024,March,60.0,51.0,9.0
05ab7772-4879-4359-b462-9975d6a14da8,WH1,ExpressAir,Health and beauty,79.0,6,7.9,2019-01-03,2:57:00,Credit Card,67.15,4.8,1178,Normal,US,M,1978-10-26,5120 Lakeside Dr,9260124357.0,5120.0,Rebecca Verbruggen,40.18891170431211,January,474.0,402.90000000000003,71.09999999999997
4dc8c1fa-381f-4300-8310-43fd57125951,WH3,Special Air,Food and beverages,75.0,5,6.0,2019-01-02,7:49:36,Credit Card,63.75,4.9,1179,Normal,SE,F,1953-11-01,Springpostgränden 1,8500100099.0,1.0,Christina Bergenstjerna,65.1690622861054,January,375.0,318.75,56.25
fe76fd4d-a77f-4b67-ae85-8ed80cd12fcf,WH3,Regular Air,Fashion accessories,37.0,6,1.85,2019-01-24,6:59:40,E-wallet,31.45,2.8,1180,Normal,US,M,1956-10-31,1223 Harps Mill Rd,9260106024.0,1223.0,Bryan Edenfield,62.23134839151266,January,222.0,188.7,33.30000000000001
ee027a23-0802-4d7e-8d46-9be2e511c95e,WH2,Special Air,Food and beverages,81.0,7,6.48,2019-01-30,19:34:28,E-wallet,68.85,4.9,1181,Member,US,M,1955-11-01,101 Dew Drop Ct,9260114699.0,101.0,Dervin Ivie,63.24709103353867,January,567.0,481.94999999999993,85.05000000000007
0023b402-3795-4cfa-a1c4-ea424bcab3da,WH2,Special Air,Food and beverages,50.0,6,4.0,2019-01-13,6:41:14,E-wallet,42.5,3.5,1182,Normal,US,M,1955-11-01,367 Calumet Dr,9260105048.0,367.0,Sabad Al Saeede,63.200547570157426,January,300.0,255.0,45.0
2c14a95a-434f-497a-b178-4ed1a7dc45e1,WH2,ExpressAir,Health and beauty,71.0,2,7.1,2019-03-11,16:45:59,Credit Card,60.35,3.8,1183,Member,FR,F,1981-10-25,Av Aristide Briand 5,3500100028.0,5.0,Ferry Fabre,37.374401095140314,March,142.0,120.7,21.299999999999997
718a2f6c-17df-4a45-876a-9ffd0368d3c9,WH3,Regular Air,Health and beauty,44.0,10,2.2,2019-02-16,8:19:48,Credit Card,37.4,4.5,1184,Member,US,F,1976-10-26,97 Crestline Ave,9260118796.0,97.0,Alissa Sintal,42.30800821355236,February,440.0,374.0,66.0
7a1a1696-921e-451b-9b3f-3eb4bddb92f6,WH1,Regular Air,Fashion accessories,63.0,3,3.15,2019-01-20,14:49:20,E-wallet,53.55,3.4,1185,Member,US,M,1953-11-01,1953 High Mountain Dr,9260112136.0,1953.0,Rob Svec,65.21834360027378,January,189.0,160.64999999999998,28.350000000000023
c7d5b98b-2da2-4461-be23-cc886f289b6f,WH3,Regular Air,Health and beauty,82.0,5,4.1,2019-02-18,7:31:16,Cash,69.7,3.9,1186,Member,US,F,2001-10-20,846 Carl Williamson Rd,9260126638.0,846.0,Kay Lee,17.3305954825462,February,410.0,348.5,61.5
4c358c94-e2f2-497e-bc0e-9bad4e96b8f2,WH3,ExpressAir,Home and lifestyle,23.0,10,2.3,2019-01-08,8:22:38,Credit Card,19.55,4.1,1187,Normal,IT,M,1978-10-26,Via Dell'Unione Europea 1,4800104351.0,1.0,Mohamed Ortigosa,40.20260095824778,January,230.0,195.5,34.5
e7504dca-a341-45db-a54e-f2ee5d1b650d,WH2,Special Air,Food and beverages,59.0,1,4.72,2019-01-31,0:57:09,E-wallet,50.15,3.0,1188,Member,GB,M,1995-10-22,1 Cannon Street,9250103238.0,1.0,Bob Clibbens,23.277207392197127,January,59.0,50.15,8.850000000000001
e5b57c25-69f2-4579-aaec-d0e74c80420b,WH1,Special Air,Electronic accessories,28.0,2,2.24,2019-01-13,14:08:54,E-wallet,23.8,3.3,1189,Normal,US,F,1951-11-02,6224 Hunters Bluff Dr,9260103818.0,6224.0,Tracy Wesdock,67.1978097193703,January,56.0,47.6,8.399999999999999
803fac13-35e3-41a8-8413-098a051aa8ce,WH3,ExpressAir,Food and beverages,27.0,9,2.7,2019-02-13,17:42:38,E-wallet,22.95,4.9,1190,Member,US,F,1958-10-31,4786 Fairfax Woods Dr,9260118009.0,4786.0,Debra Kist,60.28747433264887,February,243.0,206.54999999999998,36.45000000000002
b9bab68e-87db-4e05-a5b3-0f86cfcf7c63,WH1,Regular Air,Home and lifestyle,71.0,5,3.55,2019-03-10,1:41:24,E-wallet,60.35,4.3,1191,Member,AU,F,1994-10-22,2 Lambie Drive Wiri,1600101666.0,2.0,Jennifer Fehlberg,24.380561259411362,March,355.0,301.75,53.25
33a065d7-d8e4-4894-94ad-e4b1595fecf4,WH3,Special Air,Electronic accessories,93.0,6,7.44,2019-01-09,4:07:18,Cash,79.05,4.1,1192,Member,US,F,1986-10-24,453 Jordan Cabin Rd,9260103438.0,453.0,Angelia Mruk,32.21081451060917,January,558.0,474.29999999999995,83.70000000000005
a00194c8-1c8b-4aba-a2af-e03a2e5345f2,WH3,Regular Air,Health and beauty,69.0,4,3.45,2019-02-09,19:07:20,Credit Card,58.65,4.0,1193,Normal,NL,F,1970-10-28,Diemermere 9,6300100658.0,9.0,A.M. Geurtsen,48.284736481861735,February,276.0,234.6,41.400000000000006
77779fb1-e14a-4e09-9826-96a35fddc56d,WH2,Special Air,Electronic accessories,49.0,2,3.92,2019-01-18,0:26:01,Credit Card,41.65,5.0,1194,Member,US,F,2001-10-20,81 Evergreen Ave,9260113258.0,81.0,Teresa Lengyel,17.245722108145106,January,98.0,83.3,14.700000000000003
19d88b45-d2a1-4ce2-a0f6-6b05d4dd812c,WH3,Regular Air,Sports and travel,62.0,6,3.1,2019-02-18,8:11:55,E-wallet,52.7,3.1,1195,Member,US,F,1959-10-31,1322 Cousins Ln,9260114611.0,1322.0,Kristin Mroz,59.30184804928131,February,372.0,316.20000000000005,55.799999999999955
e4189689-f41d-4c09-8346-b1f5e279906c,WH3,ExpressAir,Home and lifestyle,51.0,7,5.1,2019-02-08,12:41:36,Cash,43.35,4.0,1196,Member,US,M,1990-10-23,739 Furan Ct,9260122404.0,739.0,Robert Hinchey,28.295687885010267,February,357.0,303.45,53.55000000000001
4de5295a-90dc-45f5-ae09-a28b03de072e,WH1,Regular Air,Health and beauty,32.0,4,1.6,2019-02-06,18:56:44,Cash,27.2,3.2,1197,Normal,US,F,1948-11-02,4821 Grove Crabtree Cres,9260109541.0,4821.0,Dorene Kamar,70.26146475017111,February,128.0,108.8,19.200000000000003
0dd48c8e-d4d3-4a87-8360-53a10ffcecdf,WH2,ExpressAir,Sports and travel,73.0,10,7.3,2019-02-08,11:40:49,Credit Card,62.05,3.9,1198,Member,US,M,1991-10-23,1631 Hardimont Rd,9260106900.0,1631.0,Bobby Cox,27.29637234770705,February,730.0,620.5,109.5
b199d37a-a15f-42c5-95e7-5982f9b5b6fa,WH1,ExpressAir,Health and beauty,26.0,7,2.6,2019-02-09,9:42:58,Cash,22.1,3.9,1199,Member,DE,M,2000-10-20,Dieselstr. 4,3940105248.0,4.0,Peter Fremerey,18.305270362765228,February,182.0,154.70000000000002,27.299999999999983
f7140c80-9143-4c34-86ce-be47d9e4a246,WH3,ExpressAir,Sports and travel,52.0,5,5.2,2019-03-08,18:37:58,E-wallet,44.2,4.5,1200,Member,NL,F,1966-10-29,Karspeldreef 6,6300100443.0,6.0,J.A. Metske,52.355920602327174,March,260.0,221.0,39.0
4ac7f24d-2c3e-469e-87ff-6d79796ff92e,WH2,Regular Air,Sports and travel,39.0,1,1.95,2019-03-15,23:58:43,Credit Card,33.15,4.4,1201,Normal,US,F,1960-10-30,1020 Birkenhead Ct,9260104851.0,1020.0,Emmaree Law,58.3709787816564,March,39.0,33.15,5.850000000000001
5993546a-e465-4efd-9310-9451f38b921c,WH3,Regular Air,Electronic accessories,56.0,7,2.8,2019-03-15,17:20:49,Credit Card,47.6,3.1,1202,Member,US,M,1955-11-01,3085 Ashebrook Dr,9260114047.0,3085.0,Jimmy Depuy,63.36755646817249,March,392.0,333.2,58.80000000000001
551c8f59-ed1f-4b6a-96b7-20f68f5d8545,WH2,ExpressAir,Sports and travel,81.0,6,8.1,2019-02-11,22:20:01,E-wallet,68.85,2.9,1203,Member,ES,F,1966-10-29,Av. Diagonal 1,8300100075.0,1.0,Pilar Fominaya Gómez,52.28747433264887,February,486.0,413.09999999999997,72.90000000000003
ccb07086-b950-45ad-8cf4-70c576e52083,WH3,ExpressAir,Food and beverages,71.0,5,7.1,2019-02-04,0:15:37,Credit Card,60.35,3.7,1204,Member,US,M,2000-10-20,3940 Holly Springs New Hill Rd,9260125964.0,3940.0,Clea Kapitula,18.29158110882957,February,355.0,301.75,53.25
db4b1d9f-b047-43bf-a650-919cd1e729b5,WH2,ExpressAir,Home and lifestyle,64.0,2,6.4,2019-03-07,15:42:49,Cash,54.4,3.2,1205,Member,ES,F,1967-10-29,Av. Diagonal 1,8300100062.0,1.0,Cristina Olea,51.35386721423682,March,128.0,108.8,19.200000000000003
d6946715-b776-439b-916e-e238779d7bc6,WH2,ExpressAir,Food and beverages,52.0,4,5.2,2019-03-08,1:02:35,Credit Card,44.2,3.5,1206,Normal,ES,F,2000-10-20,C. Viriato 2,8300100721.0,2.0,Mar Reyes,18.379192334017795,March,208.0,176.8,31.19999999999999
4b601701-4b6d-4600-a1e9-185726cb7fc9,WH1,ExpressAir,Food and beverages,55.0,7,5.5,2019-02-17,15:27:36,Cash,46.75,3.0,1207,Normal,DE,M,1974-10-27,Thomas-Dehler-Straße 12,3940107535.0,12.0,Gunter Röte,44.309377138945926,February,385.0,327.25,57.75
1e07c846-c36f-45e7-a59c-90da698025fb,WH1,Special Air,Home and lifestyle,65.0,5,5.2,2019-03-01,23:08:11,Credit Card,55.25,4.1,1208,Normal,FR,M,1981-10-25,Rue Auger 9,3500100728.0,9.0,Christian Morellon,37.347022587268995,March,325.0,276.25,48.75
b0112098-7342-4f76-ae89-18d4a7254bdc,WH1,Special Air,Fashion accessories,27.0,8,2.16,2019-02-06,10:05:04,E-wallet,22.95,2.9,1209,Member,TR,F,1977-10-26,Is Kuleleri 2,9050100013.0,2.0,Ayca Kaya,41.281314168377826,February,216.0,183.6,32.400000000000006
e0087da2-ca9a-40ff-bfab-7354ca1dd503,WH2,Regular Air,Food and beverages,91.0,3,4.55,2019-03-09,12:47:34,E-wallet,77.35,3.8,1210,Normal,ES,F,1961-10-30,Av. Diagonal 1,8300100079.0,1.0,Carmen Castel,57.35523613963039,March,273.0,232.04999999999998,40.95000000000002
58ad5c61-3467-4468-ad1d-4bdfac3a1181,WH2,Special Air,Electronic accessories,85.0,9,6.8,2019-01-26,15:02:37,Credit Card,72.25,4.1,1211,Normal,FR,F,1960-10-30,Rue Crillon 1,3500100932.0,1.0,Corinne Biauce,58.23956194387406,January,765.0,650.25,114.75
a3ef5adf-45ff-4e86-b135-b40ec1535434,WH3,Special Air,Health and beauty,32.0,1,2.56,2019-01-02,15:35:12,E-wallet,27.2,4.6,1212,Member,US,M,2005-10-19,1463 Brentfield Loop,9260114383.0,1463.0,Grattan Bonin,13.204654346338124,January,32.0,27.2,4.800000000000001
02db2336-1719-47b6-88d7-736fd218d09e,WH2,ExpressAir,Home and lifestyle,74.0,2,7.4,2019-02-20,20:16:51,Cash,62.9,2.5,1213,Member,FR,M,1967-10-29,Rue Latecoere 2,3500101518.0,2.0,Jose Maurin,51.31279945242984,February,148.0,125.8,22.200000000000003
2eb5c5de-6967-4b10-8a01-1475c607fe52,WH2,Regular Air,Fashion accessories,62.0,2,3.1,2019-02-19,7:33:27,Cash,52.7,3.7,1214,Normal,FR,M,1949-11-02,Rue Riquet 13,3500101476.0,13.0,Rafik Sabatier,69.29774127310061,February,124.0,105.4,18.599999999999994
34ba5c7b-3928-42ad-a5e0-18fdb943f289,WH3,Special Air,Electronic accessories,35.0,3,2.8,2019-03-14,19:14:48,Cash,29.75,3.8,1215,Normal,FI,M,1948-11-02,Piispanportti 1,3400100055.0,1.0,Patrik Kartela,70.36002737850787,March,105.0,89.25,15.75
dbb756ce-fb3f-443d-8010-b7ce9e3f8b96,WH2,Special Air,Fashion accessories,46.0,4,3.68,2019-01-19,10:22:27,E-wallet,39.1,2.6,1216,Normal,DE,M,2000-10-20,Emil-Figgestr. 51,3940101957.0,51.0,Malte Knols,18.247775496235455,January,184.0,156.4,27.599999999999994
4466ee63-2332-4e8b-b29c-64ae24170d9e,WH3,Regular Air,Fashion accessories,21.0,3,1.05,2019-03-22,9:35:36,Cash,17.85,3.7,1217,Member,SE,F,1986-10-24,Novum Plan 1,8500100106.0,1.0,Helena Andersson,32.407939767282684,March,63.0,53.550000000000004,9.449999999999996
73cf7e9a-b626-428e-8608-434e97c13a3b,WH1,Special Air,Home and lifestyle,68.0,3,5.44,2019-01-20,13:34:30,E-wallet,57.8,2.6,1218,Normal,FR,F,1968-10-28,Rue de Ponthieu 36,3500101088.0,36.0,Valerie Gigot,50.22861054072553,January,204.0,173.39999999999998,30.600000000000023
48c1b7d7-c5d0-4ceb-a4cc-ebde91663d3b,WH2,Regular Air,Health and beauty,14.0,3,0.7,2019-02-01,21:33:06,Credit Card,11.9,3.1,1219,Normal,IT,F,1968-10-28,Via Francesco Sforza 11,4800100260.0,11.0,Amedea Caifa,50.261464750171115,February,42.0,35.7,6.299999999999997
f918ab0b-bf44-4c4e-bc09-11bafd6576f5,WH3,Special Air,Health and beauty,65.0,7,5.2,2019-02-23,5:56:44,Credit Card,55.25,2.5,1220,Normal,CH,M,1997-10-21,Via Canova 6,8550100058.0,6.0,Claudio Selmoni,21.34154688569473,February,455.0,386.75,68.25
e80d27fb-6e6d-46af-9587-0406719630f7,WH2,ExpressAir,Health and beauty,86.0,2,8.6,2019-02-27,14:05:13,E-wallet,73.1,4.9,1221,Member,DK,M,1971-10-28,Pindbrovej 13,3150111630.0,13.0,Flemming Jens Præst,47.3347022587269,February,172.0,146.2,25.80000000000001
3209f45a-9b8f-42e6-a341-b6dc5db60e04,WH1,Regular Air,Sports and travel,40.0,4,2.0,2019-03-04,21:37:18,Credit Card,34.0,4.5,1222,Member,GB,M,1979-10-26,17 Longrood Road,9250106819.0,17.0,Jeffrey Murison,39.35386721423682,March,160.0,136.0,24.0
fc6ad971-0c65-4799-879f-e7de705ffa56,WH3,Regular Air,Electronic accessories,31.0,4,1.55,2019-01-11,10:59:32,Cash,26.35,3.4,1223,Member,US,F,1961-10-30,3363 Laurdane Rd,9260117788.0,3363.0,Debbie Mcgonigal,57.19917864476386,January,124.0,105.4,18.599999999999994
2b6239c5-4096-4dba-9261-002dbe81256e,WH1,Special Air,Home and lifestyle,14.0,10,1.12,2019-03-17,21:31:06,Credit Card,11.9,3.9,1224,Normal,DE,F,1965-10-29,Leipzigerstr. 7,3940106795.0,7.0,Hanna Jürgensen,53.379876796714576,March,140.0,119.0,21.0
a09464c8-55a6-434d-bcd5-50aa50d49b92,WH2,Special Air,Home and lifestyle,12.0,4,0.96,2019-01-28,19:49:32,Cash,10.2,3.7,1225,Member,GB,M,1988-10-23,10 Osborne Terrace,9250106262.0,10.0,Parag Rennick,30.26420260095825,January,48.0,40.8,7.200000000000003
8eeed38d-ac8e-4372-a3e5-dd684141759f,WH3,Regular Air,Food and beverages,57.0,1,2.85,2019-03-16,5:28:30,Cash,48.45,2.6,1226,Normal,FR,M,1981-10-25,Av Morane Saulnier 4,3500101521.0,4.0,Yanis Kermorvant,37.38809034907597,March,57.0,48.45,8.549999999999997
63d2844d-d399-449e-b2d3-c26785106d8a,WH3,Regular Air,Electronic accessories,93.0,7,4.65,2019-01-18,10:29:27,Credit Card,79.05,3.4,1227,Member,FR,M,1990-10-23,11 Quai Andre Citroen 1,3500100732.0,1.0,Laurent Brisson,28.238193018480494,January,651.0,553.35,97.64999999999998
fbf89777-146a-4c47-b50d-5022a36e966b,WH2,ExpressAir,Sports and travel,70.0,2,7.0,2019-02-09,14:20:41,Cash,59.5,4.9,1228,Member,NL,F,1986-10-24,Weteringseweg 2,6300100630.0,2.0,J.J.H. Dol,32.29568788501027,February,140.0,119.0,21.0
5adc238d-c7b9-4f99-8a42-fa5c225b8973,WH1,Regular Air,Fashion accessories,85.0,9,4.25,2019-01-04,18:54:42,E-wallet,72.25,3.9,1229,Normal,DE,M,1978-10-26,Wiesentalstr. 53,3940106432.0,53.0,Bernd-Joachim Koch,40.19164955509925,January,765.0,650.25,114.75
